,Top Level,Primary Level,Secondary Level,Full Title,ISSN,Unformatted ISSN,Product ID,Status,Change History
10079,Physical Sciences and Engineering,Mathematics,Control and Optimization,Nonlinear Science,3050-5178,30505178,31989,Active,
10080,Physical Sciences and Engineering,Mathematics,Control and Optimization,Results in Control and Optimization,2666-7207,26667207,30422,Active,
10081,Physical Sciences and Engineering,Mathematics,Control and Optimization,Simulation Modelling Practice and Theory,1569-190X,1569190X,05314,Active,Formerly known as Simulation Practice and Theory
10082,Physical Sciences and Engineering,Mathematics,Control and Optimization,"Sustainable Energy, Grids and Networks",2352-4677,23524677,18074,Active,
10083,Physical Sciences and Engineering,Mathematics,Control and Optimization,Swarm and Evolutionary Computation,2210-6502,22106502,08724,Active,
10084,Physical Sciences and Engineering,Mathematics,Discrete Mathematics and Combinatorics,Advances in Applied Mathematics,0196-8858,01968858,12001,Active,
10085,Physical Sciences and Engineering,Mathematics,Discrete Mathematics and Combinatorics,AKCE International Journal of Graphs and Combinatorics,0972-8600,09728600,18231,Transferred,Transferred back to the society as of 2020
10086,Physical Sciences and Engineering,Mathematics,Discrete Mathematics and Combinatorics,Computational Geometry,0925-7721,09257721,05258,Active,
10087,Physical Sciences and Engineering,Mathematics,Discrete Mathematics and Combinatorics,Discrete Applied Mathematics,0166-218X,0166218X,05267,Active,
10088,Physical Sciences and Engineering,Mathematics,Discrete Mathematics and Combinatorics,Discrete Mathematics,0012-365X,0012365X,05268,Active,
10089,Physical Sciences and Engineering,Mathematics,Discrete Mathematics and Combinatorics,Discrete Optimization,1572-5286,15725286,05497,Active,
10090,Physical Sciences and Engineering,Mathematics,Discrete Mathematics and Combinatorics,Electronic Notes in Discrete Mathematics,1571-0653,15710653,05485,Discontinued,Title discontinued as of 2021
10091,Physical Sciences and Engineering,Mathematics,Discrete Mathematics and Combinatorics,Electronic Notes in Theoretical Computer Science,1571-0661,15710661,05486,Discontinued,Title discontinued as of 2021
10092,Physical Sciences and Engineering,Mathematics,Discrete Mathematics and Combinatorics,European Journal of Combinatorics,0195-6698,01956698,12636,Active,
10093,Physical Sciences and Engineering,Mathematics,Discrete Mathematics and Combinatorics,Finite Fields and Their Applications,1071-5797,10715797,12037,Active,
10094,Physical Sciences and Engineering,Mathematics,Discrete Mathematics and Combinatorics,Journal of Combinatorial Theory,0021-9800,00219800,12060,Changed Name,"Continued as Journal of Combinatorial Theory, Series A and Journal of Combinatorial Theory, Series B"
